student_id,subject,year,assignment_score,test_score
6,English,2022,84.8072491551213,99.1328762334105
6,Science,2022,84.226065098578,53.4009940077807
6,History,2022,79.1926550433395,79.5956499764901
6,Art,2022,75.8888241923391,64.00933241749
6,Math,2023,66.2272018933354,84.1799006437303
6,English,2023,75.2924236435987,64.5887726592704
6,Science,2023,76.1522856220417,60.3231902369925
6,History,2023,68.7356435091776,58.7905564046325
6,Art,2023,85.0346624799308,50
7,Math,2021,100,60.9175045847638
7,English,2021,72.729489293414,69.5343697307017
7,Science,2021,80.651674330923,64.1790937608311
7,History,2021,50,67.8965605079911
7,Art,2021,63.238335974795,60.4748910244081
7,Math,2022,81.679942347744,86.7949145365192
7,English,2022,91.3943392892977,100
7,Science,2022,76.1882480467351,82.1078364573761
7,History,2022,85.9565130504462,50.0764825254901
7,Art,2022,62.1305288051347,68.444044418254
7,Math,2023,72.7856476746181,61.7524564564659
7,English,2023,72.0478482103999,92.3706891316857
7,Science,2023,77.5924950655394,76.9796509151627
7,History,2023,63.5803955895249,77.8911823240918
7,Art,2023,86.805130087383,93.1035464191234
8,Math,2021,75.656564563607,54.3568745429886
8,English,2021,59.2604171818694,62.9496132877586
8,Science,2021,53.3171183274961,53.3554502123411
8,History,2021,60.6817775669644,61.9801766188464
8,Art,2021,70.3148626071312,67.4483558034385
8,Math,2022,57.7914580339144,73.0280429971183
8,English,2022,72.7996799584709,50
8,Science,2022,62.2004753710937,53.2923596426015
8,History,2022,61.0890361165367,53.0950980886561
8,Art,2022,50,70.9871482766915
8,Math,2023,81.1399912143013,62.660979810479
8,English,2023,55.8604974252665,50
8,Science,2023,50,70.0120309277464
8,History,2023,56.5974797166135,63.5109053609731
8,Art,2023,63.0415484275458,63.073340897482
9,Math,2021,67.9148660548141,73.9599990046183
9,English,2021,50,93.8536850453005
9,Science,2021,53.5225759621247,60.5421101637989
9,History,2021,58.8318520374492,77.4732658349157
9,Art,2021,54.4336875175846,50
9,Math,2022,50,71.0262422846201
9,English,2022,72.5695635449875,50
9,Science,2022,50,64.8355900934269
9,History,2022,56.9257531003027,54.3990738970262
9,Art,2022,70.3741675640479,69.1397949366454
9,Math,2023,60.0363103180747,65.0646132971541
9,English,2023,59.9971579949552,52.5855867278857
9,Science,2023,73.7315724127755,72.6502163420014
9,History,2023,66.3940892275607,79.8546494172158
9,Art,2023,64.5696412321424,62.8836810070552
10,Math,2021,79.2947720349744,57.5937485729296
10,English,2021,79.4177705983083,68.5720515800461
10,Science,2021,65.3070446063813,95.4333192995984
10,History,2021,63.3676122814291,77.5809079097843
10,Art,2021,71.1293530786795,73.699424393043
10,Math,2022,72.4406409870774,82.6417160142496
10,English,2022,56.645237060269,88.521574443117
10,Science,2022,63.2711460066336,86.0134346928577
10,History,2022,70.0210433695629,89.6708052426384
10,Art,2022,77.4126081525835,66.0390402913167
10,Math,2023,62.1492898412521,54.7810153461828
10,English,2023,72.8783621447554,59.6323881341746
10,Science,2023,78.6668525530048,81.0481245154908
10,History,2023,78.3028962557704,52.4247274298163
10,Art,2023,84.9847621722215,63.0374624808182
11,Math,2021,57.6164171273782,52.1825620574637
11,English,2021,75.4782408472685,68.8871412949402
11,Science,2021,50.619286087585,55.375081208789
11,History,2021,50,59.1555579650276
11,Art,2021,73.5224396711131,50
11,Math,2022,50,52.7105284636922
11,English,2022,63.890500370991,50
11,Science,2022,61.4337309848434,55.2492649845704
11,History,2022,50,50
11,Art,2022,50,80.40746316233
11,Math,2023,50,78.0215912513242
11,English,2023,50,50
11,Science,2023,59.9544930049623,54.049201100278
11,History,2023,50,52.6526144805516
11,Art,2023,85.2049701339032,50
12,Math,2021,70.4312884829418,66.0621682531145
12,English,2021,83.8750057382294,83.2659146080039
12,Science,2021,74.2248346266147,84.7770719305119
12,History,2021,77.1967684587161,99.1763371372549
12,Art,2021,64.0308300318154,79.7918911183846
12,Math,2022,55.7194773922248,72.0060208264041
12,English,2022,65.5707213102444,82.8183902518456
12,Science,2022,80.0350659282053,60.2679626766711
12,History,2022,70.1227877455343,81.0492615562179
12,Art,2022,61.4955113762238,61.8199849814188
12,Math,2023,65.1840710020633,80.0360980349293
12,English,2023,81.5467482538732,71.4102514496247
12,Science,2023,69.5588889365946,74.7361580939804
12,History,2023,74.1949269833,100
12,Art,2023,69.8194638110859,51.4770467475238
13,Math,2021,57.8563782474776,65.2271653779827
13,English,2021,68.6240456651016,52.0046691137104
13,Science,2021,54.5308935172631,74.578431081185
13,History,2021,57.136481017293,57.7455927082614
13,Art,2021,66.437588115329,89.7136334463924
13,Math,2022,55.3588611781862,50
13,English,2022,80.0451411427108,74.2575250613699
13,Science,2022,62.8494362795792,76.2488330609796
13,History,2022,58.2024071759337,58.2258761615927
13,Art,2022,50,56.4134226690755
13,Math,2023,65.7799208421711,60.1668215303569
13,English,2023,53.7051860931939,65.6243404047809
13,Science,2023,59.8770639386737,67.3784741939032
13,History,2023,63.486277546303,50
13,Art,2023,50,71.8214939649793
14,Math,2021,78.5531554229661,82.9675195611819
14,English,2021,61.0225418357647,57.6000678888754
14,Science,2021,82.7751250454229,91.6437298268643
14,History,2021,67.1238726531595,72.112350196808
14,Art,2021,52.0380889734009,70.9749940086319
14,Math,2022,78.0237427699754,70.5015257059687
14,English,2022,55.6794445030509,57.8109289437173
14,Science,2022,76.8544197401074,78.0337391565457
14,History,2022,61.6187039368523,80.4989272353603
14,Art,2022,82.2278736878367,50
14,Math,2023,81.0277165222097,73.3334852742475
14,English,2023,72.6411112615326,76.2418988604275
14,Science,2023,65.4878134186088,65.6619427195603
14,History,2023,55.0032013848995,67.114858854331
14,Art,2023,63.8243854776048,81.3783642457855
15,Math,2021,59.4895157516993,50
15,English,2021,81.1739549931361,66.3127448440729
15,Science,2021,72.1119384415131,74.4280074123198
15,History,2021,56.1918271820802,79.6987544815715
15,Art,2021,70.8378928880992,87.9320780419927
15,Math,2022,75.4587710891322,82.5228206272
15,English,2022,63.6443205433578,71.5727839693138
15,Science,2022,61.1376504199314,81.8606939612756
15,History,2022,83.7686548600365,58.8576936326345
15,Art,2022,86.5366479990219,79.2108064467624
15,Math,2023,67.0045389167947,72.9511530939031
15,English,2023,71.2363041153207,61.0619166898859
15,Science,2023,74.6801802617708,66.9287848107185
15,History,2023,73.0705205262913,68.5741362489065
15,Art,2023,62.9104350878233,75.6192369984931
16,Math,2021,72.390539062843,58.3440425824897
16,English,2021,80.5607912452928,50
16,Science,2021,70.7714719096523,72.3184940268684
16,History,2021,86.0005251194084,65.1999550799557
16,Art,2021,54.5316191252611,61.600796009722
16,Math,2022,96.0262235663858,76.9476000552243
16,English,2022,85.6827868082887,52.3962701371878
16,Science,2022,71.3752800432567,62.9278315483298
16,History,2022,78.406891720802,73.1575196084616
16,Art,2022,81.2381139689585,58.9197788395199
16,Math,2023,73.5559069010173,80.0581993163119
16,English,2023,68.3014396228636,70.4099957029393
16,Science,2023,78.2635984157615,76.6491626806505
16,History,2023,73.2241788699534,96.4247279207674
16,Art,2023,83.7678927162719,80.0894653475125
17,Math,2021,100,92.7448935194901
17,English,2021,96.1637554558493,82.5366624120158
17,Science,2021,83.5579159096076,100
17,History,2021,87.6202485872365,69.1791107285886
17,Art,2021,81.3891350045618,100
17,Math,2022,78.610842358788,100
17,English,2022,64.3717023644339,93.7483617353279
17,Science,2022,80.754538990056,72.945506025602
17,History,2022,73.2274044659055,86.564257805486
17,Art,2022,70.9167849277103,85.4642134825602
17,Math,2023,74.4462347378828,80.3527142768386
17,English,2023,93.9271226268666,70.0745100383397
17,Science,2023,87.8525421079835,85.1134806277581
17,History,2023,74.1868759744243,78.0951635438359
17,Art,2023,77.5890007574695,88.1846707936669
18,Math,2021,76.9984926647473,69.7574603657277
18,English,2021,62.7757268529158,50
18,Science,2021,58.8607834028842,60.5386027584882
18,History,2021,51.6093538170307,70.0404709018146
18,Art,2021,50,83.1102705127296
18,Math,2022,68.2292052756166,50.6487826205613
18,English,2022,70.2856476688952,84.0033609207694
18,Science,2022,78.658098189027,80.5164756828929
18,History,2022,61.2312219798015,50
18,Art,2022,77.6804162349783,69.5973050101118
18,Math,2023,57.8550114833318,88.8470177551132
18,English,2023,65.8633253790888,100
18,Science,2023,64.8974152163218,63.231996472115
18,History,2023,76.8885195403231,60.9896334870214
18,Art,2023,82.1303334920644,61.0913971663932
19,Math,2021,67.9366095712365,73.0370771619903
19,English,2021,65.3656391863209,68.3220374831646
19,Science,2021,90.5586835404604,85.1761919360515
19,History,2021,77.6201700867438,100
19,Art,2021,68.64139909166,54.6024388759829
19,Math,2022,66.1332708642713,92.1642994106015
19,English,2022,84.069572861259,91.2655630601874
19,Science,2022,68.25802349997,66.557497513541
19,History,2022,82.3084483410887,74.5938418192126
19,Art,2022,54.7010642388476,74.4467039995471
19,Math,2023,70.8669074749716,66.380815582396
19,English,2023,69.3506229309202,96.8951312299077
19,Science,2023,86.6497140649587,77.1987313652098
19,History,2023,78.5517328138039,68.6477170104198
19,Art,2023,76.3973076345167,65.8991848473989
20,Math,2021,77.852040510047,74.7909402472224
20,English,2021,71.4002076608432,65.7724950391515
20,Science,2021,67.815170076193,70.6172469564755
20,History,2021,63.9091731391215,74.9360521165332
20,Art,2021,61.4312998214424,50
20,Math,2022,55.8537317972521,72.2386235514964
20,English,2022,81.8210520956422,58.6626809051764
20,Science,2022,76.8745686264853,62.0536149815517
20,History,2022,98.1932889228873,90.5623273929643
20,Art,2022,72.3407598118242,74.6602291350497
20,Math,2023,66.0776549804265,84.7026828666594
20,English,2023,62.504510542666,83.3830732773802
20,Science,2023,62.9474164967465,75.3818385634711
20,History,2023,57.6194736527977,70.5752442310913
20,Art,2023,58.7178030800461,60.444170718513
21,Math,2021,83.3055506527794,92.1795370786135
21,English,2021,67.6542941042362,63.5850171908511
21,Science,2021,74.5629916505603,64.4460166857033
21,History,2021,65.0101919377379,50
21,Art,2021,86.4263720472477,100
21,Math,2022,65.5897176635685,100
21,English,2022,77.4321592821505,85.9987004258104
21,Science,2022,85.2453068707318,51.7461707476679
21,History,2022,72.6139111065709,68.511249919958
21,Art,2022,75.7359080672821,82.6791028215321
21,Math,2023,86.5712937109406,67.3027987374267
21,English,2023,77.6767677751576,90.1497251715097
21,Science,2023,88.937125654911,68.3765335314999
21,History,2023,86.665494355167,67.195351904494
21,Art,2023,78.7066488749852,70.1491565564986
22,Math,2021,59.1777268961781,50.5850587106763
22,English,2021,55.4128144261629,65.7522098725588
22,Science,2021,53.4927249473208,75.5336080464082
22,History,2021,54.3387203604134,65.2219955051367
22,Art,2021,57.6280961977542,57.5995954095644
22,Math,2022,63.6378394015145,80.9801479298694
22,English,2022,77.020505950482,67.6614376388281
22,Science,2022,51.7344908380668,51.9055223717322
22,History,2022,53.5966372049526,73.087767248473
22,Art,2022,57.1448349631523,71.1859434386037
22,Math,2023,50,91.3931573417654
22,English,2023,66.8195729450411,56.663055961323
22,Science,2023,62.3233436842039,50
22,History,2023,78.110304459179,53.3886383892164
22,Art,2023,68.5041103403048,50.823993297782
23,Math,2021,85.3379183674454,50
23,English,2021,87.5418946564246,67.9361706152288
23,Science,2021,70.2830018139166,92.4996139069135
23,History,2021,93.83913650466,89.884526503895
23,Art,2021,82.1340503045544,94.6722567096701
23,Math,2022,84.5545281127237,79.1376003123059
23,English,2022,90.4559963894453,86.0509649149275
23,Science,2022,67.4048795560866,54.1335644225302
23,History,2022,82.2386203540204,70.6679923043118
23,Art,2022,87.3444053889319,65.8283425891754
23,Math,2023,57.8292828225888,100
23,English,2023,83.6793408798472,70.9866641193656
23,Science,2023,58.5388344647072,83.8805563511684
23,History,2023,61.9977599986472,90.3456718909201
23,Art,2023,69.8871902191416,74.1667258061848
24,Math,2021,74.5767682535113,66.9964902849543
24,English,2021,80.6929076383724,73.2992340094027
24,Science,2021,66.5186552462799,50
24,History,2021,64.9363320453279,55.1472279109464
24,Art,2021,68.9824704685543,63.4256962024839
24,Math,2022,70.5870227885816,74.1362752023449
24,English,2022,50,50
24,Science,2022,65.9018756116751,90.4332910549404
24,History,2022,86.1379131662918,50.9588368932047
24,Art,2022,71.1367965903994,50
24,Math,2023,74.8918726565987,89.145188436682
24,English,2023,67.1330864511179,88.0462412071741
24,Science,2023,73.7253821955647,55.5502931294838
24,History,2023,52.9269743787082,66.1088458809654
24,Art,2023,50,59.7090394873626
25,Math,2021,52.4801359938751,97.1290725934949
25,English,2021,50,50
25,Science,2021,67.414129639787,80.8458639722799
25,History,2021,50,52.1711306579285
25,Art,2021,77.7123318645764,50
25,Math,2022,68.1046430560001,59.7131138559721
25,English,2022,65.4255683689326,61.3368161955396
25,Science,2022,60.4147281305221,54.2006316469858
25,History,2022,65.6892071639157,82.9899533332716
25,Art,2022,69.1326937495063,73.4401618595998
25,Math,2023,68.8621824401964,50
25,English,2023,75.4763885946611,50
25,Science,2023,69.5197162717381,55.8814817729112
25,History,2023,57.4703848993768,57.8343866940574
25,Art,2023,59.2787442474586,58.6035464111332
26,Math,2021,70.30629969307,71.9656269622747
26,English,2021,52.3084325417625,69.2125800269655
26,Science,2021,73.5529018346443,65.4535230088155
26,History,2021,63.8443059640806,56.0680486793363
26,Art,2021,66.0591593158615,55.6678109403048
26,Math,2022,55.6165228889924,71.4720944674964
26,English,2022,50,62.3987587296732
26,Science,2022,51.7731543221601,76.3983193729682
26,History,2022,55.3755597903975,85.1552987662343
26,Art,2022,60.7137701286858,61.812279991128
26,Math,2023,65.3863857684472,50.653221813788
26,English,2023,68.7516056025762,50
26,Science,2023,67.8395288301357,50
26,History,2023,60.7179545500501,61.6779474368594
26,Art,2023,56.1399185719149,57.9000836671313
27,Math,2021,60.4400946512558,50
27,English,2021,50,72.7505179947152
27,Science,2021,78.7948465624801,70.9424599266548
27,History,2021,56.9980444736637,66.8532173198218
27,Art,2021,64.2553111297808,59.6360868083594
27,Math,2022,76.6790128974748,56.5126557874135
27,English,2022,51.3291391088742,70.2530532168211
27,Science,2022,64.6268779064338,63.2508425583169
27,History,2022,58.0887898581122,51.4949332064988
27,Art,2022,67.3808653782167,56.3039417636333
27,Math,2023,50,66.9557845736137
27,English,2023,50,81.5606119984328
27,Science,2023,68.4208724459849,68.7245492651929
27,History,2023,76.7974245071728,51.8606963952725
27,Art,2023,58.79711444577,74.3721040560276
28,Math,2021,58.6356345378483,50
28,English,2021,69.0623131029499,71.314913172241
28,Science,2021,74.2058288658194,50
28,History,2021,79.7132871811633,96.0184636017578
28,Art,2021,71.9363820614407,67.9553296720057
28,Math,2022,65.3649562074271,69.0868700958966
28,English,2022,52.9400452844276,70.1712071071565
28,Science,2022,89.3209978975302,50
28,History,2022,64.3909415831674,71.2557872505064
28,Art,2022,79.6849185845298,86.6343115108363
28,Math,2023,86.6082257420497,86.8417230068747
28,English,2023,79.1651701398184,76.7493978623018
28,Science,2023,82.1617281358887,51.2310709371687
28,History,2023,68.4505742756268,77.8513661574952
28,Art,2023,76.3510779532145,52.9826218928235
29,Math,2021,68.648399251179,64.9459284154821
29,English,2021,69.6182652718478,50
29,Science,2021,69.3383721032173,67.5322510452029
29,History,2021,74.6416333728471,53.8025810131622
29,Art,2021,51.4388214493595,64.1749424093567
29,Math,2022,60.6478131736955,60.9041730133344
29,English,2022,50,66.4445712751678
29,Science,2022,54.453147977222,50.7132340374017
29,History,2022,65.2842854652599,63.6551458491757
29,Art,2022,62.91605670281,83.6906267347722
29,Math,2023,50,50
29,English,2023,50,68.6917127286643
29,Science,2023,55.3597924931432,70.063347310729
29,History,2023,59.2584547328799,50
29,Art,2023,52.4495647689367,63.8934872861963
30,Math,2021,76.7079077160618,64.213742615587
30,English,2021,50,58.8450632061918
30,Science,2021,75.2162217208327,60.0736181701366
30,History,2021,77.1556096626026,71.0414038887783
30,Art,2021,51.9004121681424,81.545554009908
30,Math,2022,70.2086680838726,62.7491641296484
30,English,2022,67.2398376089706,72.6254013695217
30,Science,2022,67.5032223776767,58.3592446989135
30,History,2022,78.8360114127401,69.4644110041444
30,Art,2022,80.2918509881357,71.8201236144592
30,Math,2023,77.1129548366776,55.702488338875
30,English,2023,60.6899097580392,50
30,Science,2023,79.9101625575504,63.8201601093794
30,History,2023,60.1699660889042,50
30,Art,2023,72.1692409224765,73.8171030240294
31,Math,2021,86.9451258857399,64.4303163664104
31,English,2021,99.6782218403888,97.5752582740936
31,Science,2021,83.5117739564219,66.3964786191124
31,History,2021,65.9804416288148,65.7946866306152
31,Art,2021,82.022989972,100
31,Math,2022,99.1227349773957,69.7119228927527
31,English,2022,67.6407864309397,99.0580434814739
31,Science,2022,83.8109267888847,77.4247131837585
31,History,2022,83.9790644394592,58.9839843006869
31,Art,2022,63.2048539244463,60.2703797491698
31,Math,2023,100,100
31,English,2023,89.88773358904,100
31,Science,2023,93.163410145815,57.4232087902608
31,History,2023,100,57.9356048763242
31,Art,2023,86.6149423271415,82.7065457527989
32,Math,2021,62.1849402839937,64.1811103084849
32,English,2021,80.8473743243368,77.9590925081335
32,Science,2021,66.9131835480712,50
32,History,2021,65.3213459122365,64.4843255458385
32,Art,2021,63.1383814480796,76.135144948952
32,Math,2022,63.3584884538656,63.8474000509401
32,English,2022,65.5966799292464,55.1663734340398
32,Science,2022,66.9154364640898,66.1612275361067
32,History,2022,50,68.6913630187419
32,Art,2022,50,67.6901244475158
32,Math,2023,69.8471510605292,50.4213703226455
32,English,2023,54.0448170625687,50
32,Science,2023,64.2490655463861,53.9466462128598
32,History,2023,50.5998035238749,63.5844293383881
32,Art,2023,64.9299966860336,50
33,Math,2021,54.4342800962281,50
33,English,2021,50,76.7880732288262
33,Science,2021,53.242301712134,77.3962583086267
33,History,2021,50,50
33,Art,2021,65.6110068794105,66.8735313782614
33,Math,2022,57.1580917546744,69.4491251435515
33,English,2022,69.8521910087791,79.76492640882
33,Science,2022,66.3794869675473,64.5641319422509
33,History,2022,74.3626518780447,77.1214339608562
33,Art,2022,50,78.5030300193411
33,Math,2023,57.5011214416014,85.8806500968562
33,English,2023,74.1365814931658,76.7248911564901
33,Science,2023,58.8069314241956,61.1261638547605
33,History,2023,58.155539290563,71.4283355624172
33,Art,2023,67.0182044609915,73.864941155506
34,Math,2021,73.3371618938658,70.4417359240944
34,English,2021,60.7230613769644,57.3212799139899
34,Science,2021,63.4727805196593,57.8917319945479
34,History,2021,61.199592522154,68.2138520536841
34,Art,2021,74.1846582555701,59.6134209725411
34,Math,2022,64.0165890054096,58.7196693636511
34,English,2022,77.3375536573049,50
34,Science,2022,56.9011861011819,84.4963092885538
34,History,2022,66.6151073924245,64.1016445963974
34,Art,2022,57.0819456889838,79.3272560330562
34,Math,2023,62.1231498231731,50
34,English,2023,65.2940645434049,74.2102564932689
34,Science,2023,62.4889379046604,52.2780279320484
34,History,2023,63.4630245319108,91.3167167216855
34,Art,2023,68.5210176403113,50
35,Math,2021,53.3418145878312,82.0128943479002
35,English,2021,50,78.4597481850524
35,Science,2021,76.335911404188,60.1257190126853
35,History,2021,57.5410512419915,59.539492368522
35,Art,2021,56.6904695445683,51.3081335299141
35,Math,2022,60.3906464470766,63.9121437731994
35,English,2022,90.5269347669137,53.4574537939259
35,Science,2022,63.8896516732845,55.0095573231693
35,History,2022,65.8878698064145,50
35,Art,2022,50.1139915767255,50
35,Math,2023,60.9676972562819,67.9461443148164
35,English,2023,75.7500458040823,86.5809301318368
35,Science,2023,52.3242558360549,50
35,History,2023,63.4663382222877,76.0948530897231
35,Art,2023,69.8147871454667,50
36,Math,2021,53.2278540474488,76.8791161045019
36,English,2021,53.7573978546836,69.4245017575929
36,Science,2021,59.9799300279536,70.8439320573738
36,History,2021,71.9366212110283,55.7482307028176
36,Art,2021,66.1309879377873,67.6535904661623
36,Math,2022,56.1533841446782,50
36,English,2022,50,52.933076986405
36,Science,2022,92.5618961612594,50
36,History,2022,50,92.2953005571834
36,Art,2022,68.5134593500694,59.7669396024465
36,Math,2023,72.4045041503784,63.2877659067265
36,English,2023,63.9970736580013,50
36,Science,2023,58.5438883473574,65.9207954865152
36,History,2023,68.4972757328877,67.3180808238983
36,Art,2023,70.8114450973334,50
37,Math,2021,61.0903623702065,50
37,English,2021,62.4581003892335,50.3052359993896
37,Science,2021,69.891902905643,81.2070645283214
37,History,2021,50,71.0252162326319
37,Art,2021,65.0859163353205,71.8023589181629
37,Math,2022,63.4117380803469,63.0077131066494
37,English,2022,52.2224086175041,73.803104395528
37,Science,2022,50,55.8657259333677
37,History,2022,54.574414334283,93.0518265263461
37,Art,2022,71.649537310425,58.5363352680017
37,Math,2023,50,50
37,English,2023,54.5501219978241,64.6770872776583
37,Science,2023,76.9385104611107,85.8324465588857
37,History,2023,57.7276599707332,59.2048430499128
37,Art,2023,54.440267053719,59.9121660540346
38,Math,2021,64.8770837571311,52.7780439639631
38,English,2021,64.0024268224056,50
38,Science,2021,56.1554144774007,100
38,History,2021,73.4676786594739,95.8373161122381
38,Art,2021,64.3534908403149,83.8763231953615
38,Math,2022,78.5076492798563,59.3200527933212
38,English,2022,92.149270957129,87.5899442335585
38,Science,2022,62.6130130803881,50.0847612560174
38,History,2022,84.4740072026717,59.8530783756547
38,Art,2022,56.0072945200546,81.8959153859388
38,Math,2023,73.8638166226736,94.2718449443139
38,English,2023,63.395600854116,61.0284017294154
38,Science,2023,71.049288440598,99.893799974429
38,History,2023,70.8367726263199,100
38,Art,2023,99.1060804235555,60.3415566339375
39,Math,2021,50.8225969216321,97.4086061351617
39,English,2021,59.4281768508739,50
39,Science,2021,69.799405004366,52.1773702870306
39,History,2021,64.6458162622641,50
39,Art,2021,63.7465443315039,62.2424495629434
39,Math,2022,66.8134034463191,50
39,English,2022,77.1524893609039,58.9000521859406
39,Science,2022,76.9914331583617,77.6620815281593
39,History,2022,59.1622075451073,86.1842564286189
39,Art,2022,68.516008826326,50
39,Math,2023,69.1729180086995,70.8373537985604
39,English,2023,82.8120458530631,50
39,Science,2023,50,52.0174892722641
39,History,2023,73.1343470387821,78.0153221803461
39,Art,2023,50.9553329135507,50.155938363561
40,Math,2021,77.4464656780149,76.8856349321095
40,English,2021,71.8378239732506,57.6211831353302
40,Science,2021,74.2647389859981,50
40,History,2021,71.8591258668153,81.2667579095414
40,Art,2021,55.2646196929401,80.5289150977993
40,Math,2022,50,67.9950027518237
40,English,2022,50,73.2594673937967
40,Science,2022,60.2871137643984,67.8439858247632
40,History,2022,57.4719170567707,97.3407461585452
40,Art,2022,74.1544230046084,53.4002537595794
40,Math,2023,61.9280708022809,72.8379192797766
40,English,2023,53.1591725792312,63.4493449274373
40,Science,2023,78.0956374510135,55.7565116627255
40,History,2023,68.4434441464619,65.9521256990269
40,Art,2023,50,60.0438383872984
41,Math,2021,50.6800921344702,65.7032607078948
41,English,2021,69.9150648243377,50
41,Science,2021,68.418382495076,50
41,History,2021,69.0394852326541,57.3574093449845
41,Art,2021,50,50
41,Math,2022,51.9678402976803,50
41,English,2022,50,50
41,Science,2022,77.5974086412031,50
41,History,2022,65.7934911903724,68.7774144512321
41,Art,2022,57.7599440686166,50
41,Math,2023,50,71.3238463833098
41,English,2023,65.4348326691692,50
41,Science,2023,55.1603055390379,76.6660654505478
41,History,2023,54.2639147015372,62.4765196065155
41,Art,2023,53.5189402886677,67.9868300298699
42,Math,2021,100,58.3731529717436
42,English,2021,75.6567908818562,78.69941276605
42,Science,2021,76.7917028291879,100
42,History,2021,58.4614121776818,80.3243802392984
42,Art,2021,73.9992740568699,57.6812118787156
42,Math,2022,73.5780175970564,93.2796073353497
42,English,2022,58.1747774640228,62.0970890179582
42,Science,2022,82.057372700439,83.3505356573831
42,History,2022,78.2196856076794,67.5456875390207
42,Art,2022,87.4866718152714,68.2804992576252
42,Math,2023,93.9575687980279,70.8360060353858
42,English,2023,74.9274454649022,64.5845581679068
42,Science,2023,83.9435868790251,78.2259059481001
42,History,2023,73.9328723105611,96.0352797366591
42,Art,2023,86.4638485232346,77.6597401778311
43,Math,2021,79.9579543903877,74.862083564892
43,English,2021,73.3151705563077,78.6611061205407
43,Science,2021,66.7620493860221,76.1487151521464
43,History,2021,67.0465169335941,85.5904919329322
43,Art,2021,98.096507481611,73.0032701177806
43,Math,2022,60.1118769348162,100
